Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Sort/sort""))",Chrome 108.0.0.0,,,2023-01-08 18:05:02,2023-01-08 18:05:02,0.691s,PASSED
"selectOptionByValue(findTestObject(""Sort/sort""), ""az"", false)",Chrome 108.0.0.0,,,2023-01-08 18:05:02,2023-01-08 18:05:03,0.870s,PASSED
closeBrowser(STOP_ON_FAILURE),Chrome 108.0.0.0,,,2023-01-08 18:05:03,2023-01-08 18:05:04,1.054s,PASSED
,,,,,,,
Test Cases/Module- Inventory and Sort/Inventory - Sort by name (Z-A),Chrome 108.0.0.0,As a user i should be able to sort items by name (Z- A),Positive,2023-01-08 18:05:04,2023-01-08 18:05:16,11.131s,PASSED
"callTestCase(findTestCase(""Module-Login/Login - Call""), [""username1"":""standard_user"", ""username2"":""problem_user"", ""username3"":""performance_glitch_user"", ""password"":""secret_sauce""], STOP_ON_FAILURE)",Chrome 108.0.0.0,,,2023-01-08 18:05:04,2023-01-08 18:05:13,8.618s,PASSED
waitForPageLoad(10),Chrome 108.0.0.0,,,2023-01-08 18:05:13,2023-01-08 18:05:13,0.027s,PASSED
"click(findTestObject(""Sort/sort""))",Chrome 108.0.0.0,,,2023-01-08 18:05:13,2023-01-08 18:05:14,0.563s,PASSED
"selectOptionByValue(findTestObject(""Sort/sort""), ""za"", false)",Chrome 108.0.0.0,,,2023-01-08 18:05:14,2023-01-08 18:05:15,0.978s,PASSED
closeBrowser(STOP_ON_FAILURE),Chrome 108.0.0.0,,,2023-01-08 18:05:15,2023-01-08 18:05:15,0.933s,PASSED
